"month","subject","checkouts"
2015-03-01,cooking,769
2015-03-01,humor (nonfiction),697
2015-03-01,military,640
2015-03-01,politics,632
2015-03-01,essays,562
2015-03-01,sports & recreations,453
2015-03-01,medical,440
2015-03-01,mythology,420
2015-03-01,nature,414
2015-03-01,nonfiction comics,413
2015-03-01,new age,409
2015-03-01,philosophy,405
2015-03-01,performing arts,399
2015-03-01,juvenile nonfiction,309
2015-03-01,reference,296
2015-03-01,gardening,292
2015-03-01,literary criticism,288
2015-03-01,finance,255
2015-03-01,cooking natural foods,248
2015-03-01,spanish language materials,245
2015-03-01,home design & décor,243
2015-03-01,true crime,239
2015-03-01,art,233
2015-03-01,crafts,230
2015-03-01,quick and easy cooking,203
2015-03-01,technology,193
2015-03-01,folklore,187
2015-03-01,music,185
2015-03-01,baking,166
2015-03-01,education,164
2015-03-01,pets,140
2015-03-01,language arts,139
2015-03-01,careers,129
2015-03-01,computer technology,121
2015-03-01,mathematics,118
2015-03-01,economics,103
2015-02-01,biography & autobiography,4062
2015-02-01,history,2926
2015-02-01,cookbooks,2820
2015-02-01,songs,1847
2015-02-01,self-improvement,1765
2015-02-01,business,1720
2015-02-01,sociology,1164
2015-02-01,health & fitness,1108
2015-02-01,cooking & food,1053
2015-02-01,science,990
2015-02-01,religion & spirituality,965
2015-02-01,travel,935
2015-02-01,humor (nonfiction),872
2015-02-01,psychology,857
2015-02-01,politics,776
2015-02-01,cooking,770
2015-02-01,family & relationships,763
2015-02-01,essays,691
2015-02-01,military,624
2015-02-01,new age,447
2015-02-01,mythology,442
2015-02-01,nature,417
2015-02-01,juvenile nonfiction,391
2015-02-01,philosophy,382
2015-02-01,literary criticism,366
2015-02-01,medical,351
2015-02-01,sports & recreations,335
2015-02-01,performing arts,323
2015-02-01,reference,287
2015-02-01,finance,267
2015-02-01,quick and easy cooking,266
2015-02-01,music,266
2015-02-01,nonfiction comics,264
2015-02-01,cooking natural foods,258
2015-02-01,true crime,247
2015-02-01,art,242
2015-02-01,folklore,241
2015-02-01,crafts,238
2015-02-01,gardening,237
2015-02-01,home design & décor,216
2015-02-01,careers,188
2015-02-01,spanish language materials,184
2015-02-01,mathematics,171
2015-02-01,technology,160
2015-02-01,baking,150
2015-02-01,pets,141
2015-02-01,language arts,125
2015-02-01,education,124
2015-02-01,computer technology,114
2015-01-01,biography & autobiography,4854
2015-01-01,cookbooks,3689
2015-01-01,history,3224
2015-01-01,songs,2300
2015-01-01,business,2106
2015-01-01,self-improvement,1901
2015-01-01,cooking & food,1500
2015-01-01,sociology,1468
2015-01-01,health & fitness,1236
2015-01-01,religion & spirituality,1193
2015-01-01,travel,1117
2015-01-01,humor (nonfiction),1108
2015-01-01,science,1055
2015-01-01,politics,956
2015-01-01,psychology,940
2015-01-01,cooking,940
2015-01-01,essays,901
2015-01-01,family & relationships,901
2015-01-01,military,632
2015-01-01,mythology,568
2015-01-01,new age,498
2015-01-01,performing arts,480
2015-01-01,nonfiction comics,454
2015-01-01,cooking natural foods,425
2015-01-01,nature,416
2015-01-01,juvenile nonfiction,404
2015-01-01,literary criticism,400
2015-01-01,sports & recreations,376
2015-01-01,medical,349
2015-01-01,crafts,318
2015-01-01,quick and easy cooking,316
2015-01-01,true crime,312
2015-01-01,philosophy,309
2015-01-01,reference,301
2015-01-01,finance,283
2015-01-01,music,266
2015-01-01,folklore,248
2015-01-01,spanish language materials,247
2015-01-01,art,241
2015-01-01,mathematics,240
2015-01-01,gardening,238
2015-01-01,baking,221
2015-01-01,computer technology,206
2015-01-01,pets,201
2015-01-01,technology,201
2015-01-01,education,193
2015-01-01,language arts,176
2015-01-01,careers,162
2015-01-01,home design & décor,140
2015-01-01,law,122
2015-01-01,economics,118
